title_name,company_name,location,summary,post_day,rating,salary,jobs_type
Sr. Financial Analyst,RSG Group,"Dallas, TX 75219 75219 (Oak Lawn area)","Strong knowledge in understanding and manipulating both financial data and large raw data.Minimum of 3-5 years' experience in finance, economic, data science…View all RSG Group jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Financial Analyst salaries in Dallas, TXSee popular questions & answers about RSG Group",30+ days ago,3.6,,
Senior Insights Analyst,One Technologies,"Dallas, TX 75231 75231 (Northeast Dallas area)","Superior analytical skills with the ability to interpret data, provide insightful analysis and recommend actionable strategies.Master/MBA Degree is a plus.View all One Technologies jobs in Dallas, TX - Dallas jobsSalary Search: Senior Insights Analyst salaries in Dallas, TXSee popular questions & answers about One Technologies",30+ days ago,4.0,,Full-time
AI Platform Sales Engineer,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Strong experience with data analytics and data integration SaaS tools (e.g. Databricks, Matillion).Strong experience with data analytics and data integration…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: AI Platform Sales Engineer salaries in Dallas, TXSee popular questions & answers about Deloitte",17 days ago,4.0,,Full-time
Senior Manager,Vistra Corporate Services Company,"Irving, TX 75039 75039 (Freeport/Hackberry area)","3-5 years of managing data science or machine learning teams.12+ years of technology experience with 7+ years of experience in applied data science methods.View all Vistra Corporate Services Company jobs in Irving, TX - Irving jobsSalary Search: Senior Manager salaries in Irving, TXSee popular questions & answers about Vistra Corporate Services Company",30+ days ago,3.7,,Full-time
"Sr Data Lab Architect - ML , AWS Data Lab","Amazon Web Services, Inc.","Dallas, TX","Hands on experience as a database, data warehouse, big data/analytics developer or administrator, or work as a data scientist.View all Amazon Web Services, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Sr Data Lab Architect - ML , AWS Data Lab salariesSee popular questions & answers about Amazon Web Services, Inc.",20 days ago,3.5,,Full-time
Sr. Power BI Developer,Cognizant,"Irving, TX","With the power to apply artificial intelligence and data science to business decisions via enterprise data management solutions, we help leading companies…View all Cognizant jobs in Irving, TX - Irving jobsSalary Search: Sr. Power BI Developer salaries in Irving, TXSee popular questions & answers about Cognizant",22 days ago,3.9,,Full-time
Applied Machine Learning Scientist (Multiple Levels),SiriusXM,"Irving, TX 75063 75063 (Freeport/Hackberry area)+3 locations","Promote and role-model best practices of data science, engineering, and communication throughout the organization.View all SiriusXM jobs in Irving, TX - Irving jobsSalary Search: Applied Machine Learning Scientist (Multiple Levels) salaries in Irving, TXSee popular questions & answers about SiriusXM",30+ days ago,3.5,,
Treasury Analyst,Ingram Micro,"Hybrid remote in Fort Worth, TX 76155 76155+1 location","This role will examine and seek to improve every aspect of treasury from Capital Markets and FX to bank account management and cash forecasting.View all Ingram Micro jobs in Fort Worth, TX - Fort Worth jobsSalary Search: Treasury Analyst salaries in Fort Worth, TXSee popular questions & answers about Ingram Micro",22 days ago,3.7,,
S&A HS&I Junior Data Scientist,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Experience with data quality analyses, and dimensionality reduction for data science models, especially in the marketing space.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: S&A HS&I Junior Data Scientist salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Business Intelligence Data Engineer,"JPMorgan Chase Bank, N.A.","Plano, TX","In this role you will be responsible for analyzing data, creating data models, data validation, and data engineering for business intelligence solutions.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: Senior Business Intelligence Data Engineer salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",16 days ago,3.9,,Full-time
Global Data Analytics/Business Intelligence Manager,Resideo,"Dallas, TX","Perform tasks for data science efforts using programming and statistical skills.Minimum of 5 years of relevant data science, Business Intelligence/Data…View all Resideo jobs in Dallas, TX - Dallas jobsSalary Search: Global Data Analytics/Business Intelligence Manager salaries in Dallas, TXSee popular questions & answers about Resideo",21 days ago,3.4,,Full-time
Business Intelligence Manager,LTK USA,"Remote in Dallas, TX","Generally promote building a data-driven organization by implementing self-service capabilities that empower analysts and support the data analytics lifecycle …View all LTK USA jobs in Dallas, TX - Dallas jobsSalary Search: Business Intelligence Manager salaries in Dallas, TX",15 days ago,,,
"newPeople Analytics, Sr. Specialist",Samsung Electronics,"Plano, TX","Analyzes HR data, designing and deploying dashboards, and identifying key trends based on that data.Statistical experience in HR data is preferred.View all Samsung Electronics jobs in Plano, TX - Plano jobsSalary Search: People Analytics, Sr. Specialist salaries in Plano, TXSee popular questions & answers about Samsung Electronics",6 days ago,4.0,,Full-time
Database Marketing Sr. Analyst-AVP,Citi,"Irving, TX","Experience driving sophisticated exploratory data analysis and provides results to Business Partners.3-7 years of experience in a digital or database marketing…View all Citi jobs in Irving, TX - Irving jobsSalary Search: Database Marketing Sr. Analyst-AVP salaries in Irving, TXSee popular questions & answers about Citi",21 days ago,3.9,,
"JPM Payments - Embedded Banking, Product Data & Analytics -...","JPMorgan Chase Bank, N.A.","Plano, TX","Knowledge of relational and non-relational database technologies, big data solutions, data science, and data mining.5+ year's relevant experience.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: JPM Payments - Embedded Banking, Product Data & Analytics - ED salariesSee popular questions & answers about JPMorgan Chase Bank, N.A.",16 days ago,3.9,,Full-time
S&A HS&I Junior Data Scientist,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Experience with data quality analyses, and dimensionality reduction for data science models, especially in the marketing space.View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: S&A HS&I Junior Data Scientist salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Airline Relations & Analytics Manager,Dallas/Fort Worth International Airport,"Dallas, TX 75261 75261 (Dallas/Fort Worth International Airport area)","Bachelor's degree in marketing, international business, finance/economics, statistics, data science, aviation management or a related field.View all Dallas/Fort Worth International Airport jobs in Dallas, TX - Dallas jobsSalary Search: Airline Relations & Analytics Manager salaries in Dallas, TXSee popular questions & answers about Dallas/Fort Worth International Airport",30+ days ago,3.8,,
"Senior Data Scientist, Marketing Analytics",LegalZoom,"Dallas, TX+1 location",Analytically Sound – Your use of data and analytical techniques is sound.The models you build get the most predictive power out of the data because you…,30+ days ago,3.4,,
AI Platform Sales Engineer,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Strong experience with data analytics and data integration SaaS tools (e.g. Databricks, Matillion).Strong experience with data analytics and data integration…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: AI Platform Sales Engineer salaries in Dallas, TXSee popular questions & answers about Deloitte",17 days ago,4.0,,Full-time
Business Intelligence Manager,LTK USA,"Remote in Dallas, TX","Generally promote building a data-driven organization by implementing self-service capabilities that empower analysts and support the data analytics lifecycle …View all LTK USA jobs in Dallas, TX - Dallas jobsSalary Search: Business Intelligence Manager salaries in Dallas, TX",15 days ago,,,
Talent Acquisition Business Analyst,"JPMorgan Chase Bank, N.A.","Plano, TX","Ensure LOB's reporting and data needs are met.Pull data from WFA standard reports needed by reporting leads on a regular basis.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: Talent Acquisition Business Analyst salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",21 days ago,3.9,,Full-time
Data Analyst II,Neiman Marcus,"Dallas, TX 75039 75039","Support our analyst & data science community by researching, identifying, curating & joining data sets, flattening hierarchies, and general data wrangling to…View all Neiman Marcus jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst II salaries in Dallas, TXSee popular questions & answers about Neiman Marcus",30+ days ago,3.6,,Full-time
Global Data Analytics/Business Intelligence Manager,Resideo,"Dallas, TX","Perform tasks for data science efforts using programming and statistical skills.Minimum of 5 years of relevant data science, Business Intelligence/Data…View all Resideo jobs in Dallas, TX - Dallas jobsSalary Search: Global Data Analytics/Business Intelligence Manager salaries in Dallas, TXSee popular questions & answers about Resideo",21 days ago,3.4,,Full-time
Report Developer,"US Anesthesia Partners, Inc.","Dallas, TX 75251 75251 (North Dallas area)","The Report Developer will work with USAP stakeholders, performing data analysis, data mining & modeling.Identify patterns in data and design data modeling…View all US Anesthesia Partners, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Report Developer salaries in Dallas, TXSee popular questions & answers about US Anesthesia Partners, Inc.",30+ days ago,3.1,,
Data & Analytics Finance - Senior Manager,PRICE WATERHOUSE COOPERS,"Remote in Dallas, TX 75201 75201+2 locations","Leveraging knowledge of data science industry leading practices, stemming from proven experience; data driven problem solver.View all PRICE WATERHOUSE COOPERS jobs in Dallas, TX - Dallas jobsSalary Search: Data & Analytics Finance - Senior Manager salaries in Dallas, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",18 days ago,4.0,,
Senior Machine Learning Software Engineer,AppFolio,"Dallas, TX","Exploring and visualizing complex data sets in order to gain insights.Implementing preprocessing and feature engineering with and without big data platforms.View all AppFolio jobs in Dallas, TX - Dallas jobsSalary Search: Senior Machine Learning Software Engineer salaries in Dallas, TXSee popular questions & answers about AppFolio",30+ days ago,3.9,,Full-time
Senior Data Engineer,Epsilon,"Irving, TX 75039 75039 (Freeport/Hackberry area)","Use engineering and data best practices to ensure data quality and robust test cases.Expand and optimize data workflows, infrastructure, APIs, and data…View all Epsilon jobs in Irving, TX - Irving jobsSalary Search: Senior Data Engineer salaries in Irving, TXSee popular questions & answers about Epsilon",30+ days ago,3.4,,
Senior Manager Revenue Cycle Analytics - Ambulatory - Teleco...,UnitedHealth Group,"Remote in Dallas, TX 75202 75202","Bachelor’s degree in computer science, business administration or related or equivalent experience.Tableau skillset or experience using other comparable data…View all UnitedHealth Group jobs in Dallas, TX - Dallas jobsSalary Search: Senior Manager Revenue Cycle Analytics - Ambulatory - Telecommute salaries in Dallas, TXSee popular questions & answers about UnitedHealth Group",30+ days ago,3.6,,Full-time
Lead Data Engineer,Aegon,"Plano, TX","Familiarity with data science techniques and frameworks.Experience with data analysis and using data visualization tools to describe data.View all Aegon jobs in Plano, TX - Plano jobsSalary Search: Lead Data Engineer salaries in Plano, TXSee popular questions & answers about Aegon",30+ days ago,3.8,,
"VP, Decision Model Development Officer",Citi,"Irving, TX","Work with large datasets and complex algorithms to solve data science challenges.Partners with Risk and Decision Management organizations to understand the…View all Citi jobs in Irving, TX - Irving jobsSalary Search: VP, Decision Model Development Officer salaries in Irving, TXSee popular questions & answers about Citi",30+ days ago,3.9,,
Data Insights and Strategy Manager,Verizon,"Irving, TX 75038 75038+1 location","Provide thought leadership to complex problems, mentor digital warriors, data scientists, and data engineers, and provide advanced expertise to adopt data…View all Verizon jobs in Irving, TX - Irving jobsSalary Search: Data Insights and Strategy Manager salaries in Irving, TXSee popular questions & answers about Verizon",21 days ago,3.9,,Full-time
newBI Data Engineer (Remote),Kforce,"Remote in Addison, TX 75001 75001",Create processes and frameworks for more complicated data science projects across distributed systems.Serve as a liaison between the BI Team and other entities…,2 days ago,3.8,,Full-time
Senior Insights Analyst,One Technologies,"Dallas, TX 75231 75231 (Northeast Dallas area)","Superior analytical skills with the ability to interpret data, provide insightful analysis and recommend actionable strategies.Master/MBA Degree is a plus.View all One Technologies jobs in Dallas, TX - Dallas jobsSalary Search: Senior Insights Analyst salaries in Dallas, TXSee popular questions & answers about One Technologies",30+ days ago,4.0,,
Sr. Data Scientist,McKesson,"Dallas-Fort Worth, TX","Build scalable data pipeline that complements existing data assets.Develop data science solutions as currently defined by the existing product roadmap.View all McKesson jobs in Dallas-Fort Worth, TX - Dallas-Fort Worth jobsSalary Search: Sr. Data Scientist salaries in Dallas-Fort Worth, TXSee popular questions & answers about McKesson",30+ days ago,3.5,,Full-time
Machine Learning Developer,Electronic Transaction Consultants Corporation,"Richardson, TX 75081 75081","The Machine Learning developer is responsible to design, develop, document and support the applications of data analysis and other machine learning tools…View all Electronic Transaction Consultants Corporation jobs in Richardson, TX - Richardson jobsSalary Search: Machine Learning Developer salaries in Richardson, TXSee popular questions & answers about Electronic Transaction Consultants Corporation",21 days ago,3.1,,
Business System Administrator,Shoppa's Material Handling,"Fort Worth, TX 76155 76155 (Eastside area)","Help ensure the integrity of data in ERP system with data governance.Min. 3+ years exp. in utilizing database software to manipulate data, generate reports and…View all Shoppa's Material Handling jobs in Fort Worth, TX - Fort Worth jobsSalary Search: Business System Administrator salaries in Fort Worth, TXSee popular questions & answers about Shoppa's Material Handling",11 days ago,3.0,,Full-time
"Assistant Director, Digital Strategy & Analytics","DriveTime Automotive Group, Inc.","Dallas, TX","Experience with Tableau or other data visualization tools.Partner with data science, product, UX, & tech to use a combination of machine learning models and…View all DriveTime Automotive Group, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Assistant Director, Digital Strategy & Analytics salaries in Dallas, TXSee popular questions & answers about DriveTime Automotive Group, Inc.",21 days ago,3.3,,Full-time
"Business Analyst, NAMR People Team",Boston Consulting Group,"Dallas, TX 75201 75201 (Downtown area)","Comfort with presenting data to Senior Leadership and strong communication skills.The responsibilities of the role will evolve over time as BCG’s data…View all Boston Consulting Group jobs in Dallas, TX - Dallas jobsSalary Search: Business Analyst, NAMR People Team salaries in Dallas, TXSee popular questions & answers about Boston Consulting Group",14 days ago,4.2,,
AI/Computer Vision and Deep Learning Research Engineer [PHD...,Samsung Research America,"Plano, TX 75074 75074","Title: AI/Computer Vision and Deep Learning Research Engineer [PHD required].Samsung MPI Lab is currently looking to fill positions in the Computer Vision and…View all Samsung Research America jobs in Plano, TX - Plano jobsSalary Search: AI/Computer Vision and Deep Learning Research Engineer [PHD required] salaries in Plano, TXSee popular questions & answers about Samsung Research America",30+ days ago,3.8,,
newData Scientist,The Denzel Group,"Dallas, TX","Experience executing solutions to business problems using advanced statistics, testing methods, data analysis, data mining, predictive modeling, optimization,…",1 day ago,,,
AI/ML Product Owner- Capacity Analytics,"JPMorgan Chase Bank, N.A.","Plano, TX","Candidate should be an expert in the areas of data science, forecasting, optimization, machine learning and statistics, and is comfortable facilitating ideation…View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: AI/ML Product Owner- Capacity Analytics salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",18 days ago,3.9,,Full-time
CCB - Vice President - Strategic Analytics,"JPMorgan Chase Bank, N.A.","Plano, TX","The role will be responsible for using internal and external data to analyze and diagnose trends and communicating findings and results to key stakeholders.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: CCB - Vice President - Strategic Analytics salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",22 days ago,3.9,,Full-time
Principal - Data Engineering,Credera,"Dallas, TX 75251 75251 (North Dallas area)","Minimum 10 years of hands on development experience with data engineering technologies and ground in data architecture, data science, or data management.View all Credera jobs in Dallas, TX - Dallas jobsSalary Search: Principal - Data Engineering salaries in Dallas, TX",30+ days ago,4.1,,
Data & Analytics Finance - Senior Manager,PRICE WATERHOUSE COOPERS,"Remote in Dallas, TX 75201 75201+2 locations","Leveraging knowledge of data science industry leading practices, stemming from proven experience; data driven problem solver.View all PRICE WATERHOUSE COOPERS jobs in Dallas, TX - Dallas jobsSalary Search: Data & Analytics Finance - Senior Manager salaries in Dallas, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",18 days ago,4.0,,
"JPM Payments - Embedded Banking, Product Data & Analytics -...","JPMorgan Chase Bank, N.A.","Plano, TX","Knowledge of relational and non-relational database technologies, big data solutions, data science, and data mining.Onyx has four business stripes -.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: JPM Payments - Embedded Banking, Product Data & Analytics - ED salariesSee popular questions & answers about JPMorgan Chase Bank, N.A.",16 days ago,3.9,,Full-time
Airline Relations & Analytics Manager,Dallas/Fort Worth International Airport,"Dallas, TX 75261 75261 (Dallas/Fort Worth International Airport area)","Bachelor's degree in marketing, international business, finance/economics, statistics, data science, aviation management or a related field.View all Dallas/Fort Worth International Airport jobs in Dallas, TX - Dallas jobsSalary Search: Airline Relations & Analytics Manager salaries in Dallas, TXSee popular questions & answers about Dallas/Fort Worth International Airport",30+ days ago,3.8,,
newDevOps Engineers ( Remote),CyberCoders,"Remote in Dallas, TX 75226 75226","We are the creators of industry-leading data privacy and cybersecurity software.If you are a DevOps Cloud Engineer with experience, please read on!",Today,3.6,"$100,000 - $150,000 a year","$100,000 - $150,000 a year"
Sr Software Engineer - Machine Learning,Uber,"Dallas, TX 75201 75201","Training using data structures and algorithms.Experience working with large dataset storage systems like NoSQL, HDFS (+Hive) and data distribution systems like…View all Uber jobs in Dallas, TX - Dallas jobsSalary Search: Sr Software Engineer - Machine Learning salaries in Dallas, TXSee popular questions & answers about Uber",30+ days ago,3.7,,Full-time
Financial Crime Analytics Senior Manager,Crowe,"Remote in Dallas, TX 75201 75201","Demonstrated experience with data analysis, data integration and data validation activities with large financial services institutions.View all Crowe jobs in Dallas, TX - Dallas jobsSalary Search: Financial Crime Analytics Senior Manager salaries in Dallas, TXSee popular questions & answers about Crowe",30+ days ago,3.6,,Full-time
Senior Data Scientist - Marketing,Signet Jewelers,"Remote in Dallas, TX","Develop data strategy to maximize use of data as an enterprise asset.Utilize a blended approach of statistical, computer science and business knowledge to…View all Signet Jewelers jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Scientist - Marketing salaries in Dallas, TXSee popular questions & answers about Signet Jewelers",30+ days ago,2.9,,Full-time
"Sr. Actuary, Predictive Modeling (Remote)",Uber,"Remote in Dallas, TX 75201 75201","Partner with a diverse and talented team of risk management executives, actuaries, and data scientists to identify areas for future investment.View all Uber jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Actuary, Predictive Modeling (Remote) salaries in Dallas, TXSee popular questions & answers about Uber",30+ days ago,3.7,,Full-time
Talent Acquisition Business Analyst,"JPMorgan Chase Bank, N.A.","Plano, TX","Act as WFA portal and recruitment data expert for assigned LOB.Ensure LOB's reporting and data needs are met.Pull ad hoc reporting as needed.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: Talent Acquisition Business Analyst salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",21 days ago,3.9,,Full-time
newBI Product Owner,Cognizant Technology Solutions,"Plano, TX","Our clients need flexible data structures and a streamlined data architecture that quickly turns data resources into informative, meaningful intelligence.View all Cognizant Technology Solutions jobs in Plano, TX - Plano jobsSalary Search: BI Product Owner salaries in Plano, TXSee popular questions & answers about Cognizant Technology Solutions",7 days ago,3.9,,Full-time
"Director Analytics, Strategy and Transformation - Opportunit...",VMware,"Remote in Dallas, TX","Within 90 days, you will be responsible for our continued transition to a self-service data environment, delivering actionable insights through data dashboards,…View all VMware jobs in Dallas, TX - Dallas jobsSalary Search: Director Analytics, Strategy and Transformation - Opportunity for Working Remotely Dallas, TX salaries in Dallas, TXSee popular questions & answers about VMware",27 days ago,4.1,,Full-time
"newRisk Manager, Fraud Prevention",Ace Cash Express,"Irving, TX 75062 75062","Perform regular data screening to identify additional opportunities in fraud environment.Perform strong data driven decisions within the context of fraud…View all Ace Cash Express jobs in Irving, TX - Irving jobsSalary Search: Risk Manager, Fraud Prevention salaries in Irving, TXSee popular questions & answers about Ace Cash Express",2 days ago,3.2,,Full-time
Data Analyst II,Neiman Marcus,"Dallas, TX 75039 75039","Support our analyst & data science community by researching, identifying, curating & joining data sets, flattening hierarchies, and general data wrangling to…View all Neiman Marcus jobs in Dallas, TX - Dallas jobsSalary Search: Data Analyst II salaries in Dallas, TXSee popular questions & answers about Neiman Marcus",30+ days ago,3.6,,Full-time
"Senior Analyst, Cloud Intelligence Sales Optimization","Amazon Web Services, Inc.","Dallas, TX","2+ years of experience in business intelligence, consulting, and/or analytics/data-science focused roles.Work directly with global sales data to orchestrate…View all Amazon Web Services, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Senior Analyst, Cloud Intelligence Sales Optimization salaries in Dallas, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
Product Marketing Manager,Fundbox,"Dallas, TX","Comprehensive medical, dental, and vision coverage (1 plan even covers 100% of benefits).A Macbook and office set up stipend.View all Fundbox jobs in Dallas, TX - Dallas jobsSalary Search: Product Marketing Manager salaries in Dallas, TXSee popular questions & answers about Fundbox",30+ days ago,4.3,,
Smart Factory Agile Business Analyst (Senior Consultant),Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Proficiency in ethnographic or social science research methods (e.g., structured interviews, focus groups).They accurately capture a user personas' important…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Smart Factory Agile Business Analyst (Senior Consultant) salaries in Dallas, TXSee popular questions & answers about Deloitte",12 days ago,4.0,,Full-time
Sr. Business Systems Analyst (Financial & Data Analysis),"Vizient, Inc.","Irving, TX 75062 75062 (Las Colinas Urban Center area)","Understand and utilize data to make data-driven decisions on designs, solutions and use data to guide others in making decisions and future strategy planning.View all Vizient, Inc. jobs in Irving, TX - Irving jobsSalary Search: Sr. Business Systems Analyst (Financial & Data Analysis) salaries in Irving, TXSee popular questions & answers about Vizient, Inc.",30+ days ago,3.7,"$68,500 - $99,400 a year","$68,500 - $99,400 a year"
Analytics Solutions Executive Director - Focused Analytics S...,"JPMorgan Chase Bank, N.A.","Plano, TX+1 location","The team encompasses a variety of Data & Analytics disciplines, from data platform strategy and governance to data science, reporting and machine learning.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: Analytics Solutions Executive Director - Focused Analytics Solutions Team (FAST) salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",15 days ago,3.9,,Full-time
"Director, Advanced Analytics Consultant - Healthcare",KPMG,"Dallas, TX","Very strong understanding of general landscape for data science and big data opportunities; deeper understanding of sector and/or process-specific landscape for…View all KPMG jobs in Dallas, TX - Dallas jobsSalary Search: Director, Advanced Analytics Consultant - Healthcare salaries in Dallas, TXSee popular questions & answers about KPMG",30+ days ago,3.9,,
Configuration Manager – CMDB,Advance Auto Parts,"Remote in Dallas, TX 75201 75201","10 years progressive experience in IT including network and data center operations, information security operations and/or database administration, data science…View all Advance Auto Parts jobs in Dallas, TX - Dallas jobsSalary Search: Configuration Manager – CMDB salaries in Dallas, TXSee popular questions & answers about Advance Auto Parts",30+ days ago,3.4,,Full-time
Senior Security Engineer (Cyber-Defense) (290164),Siemens,"Dallas, TX","Experience with data science, big data analytics technology stack, analytic development for endpoint and network security, and streaming technologies (e.g.,…View all Siemens jobs in Dallas, TX - Dallas jobsSalary Search: Senior Security Engineer (Cyber-Defense) (290164) salaries in Dallas, TXSee popular questions & answers about Siemens",30+ days ago,4.0,,Full-time
newSr Data Scientist,TEKsystems,"Richardson, TX 75080 75080",Lots of document and claims data (unstructured).Need someone very strong in gathering insights from data BEFORE developing a predictive model.,5 days ago,3.9,,Full-time
Sales Engineer (Remote),Neo4j,"Remote in Dallas, TX","There’s always nice to have things we see being helpful when working as a Neo4j Pre-Sales System Engineer on the tech side: Experience working in the data…View all Neo4j jobs in Dallas, TX - Dallas jobsSalary Search: Sales Engineer (Remote) salaries in Dallas, TX",30+ days ago,,,Full-time
"Deals Tech & Data, Solution Architecture - Sr. Manager",PRICE WATERHOUSE COOPERS,"Dallas, TX 75201 75201 (Downtown area)+1 location","Possesses experience working as a solutions architect, technical product manager, software engineer or frontend/backend web developer for data products or web…View all PRICE WATERHOUSE COOPERS jobs in Dallas, TX - Dallas jobsSalary Search: Deals Tech & Data, Solution Architecture - Sr. Manager salaries in Dallas, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",29 days ago,4.0,,
Data Engineer,Tiger Analytics,"Dallas, TX 75219 75219 (Oak Lawn area)+1 location","Creating and optimizing complex data processing and data transformation pipelines using python.Deep understanding of data warehousing concepts, database…View all Tiger Analytics jobs in Dallas, TX - Dallas jobsSalary Search: Data Engineer salaries in Dallas, TX",30+ days ago,,,
Financial Analyst,"PrimeSource Building Products, Inc.","Irving, TX 75038 75038 (Cottonwood area)","Ability to manipulate and analyze financial data and present findings in coherent and effective manner.Exposure to advanced data analytic tools and processes…View all PrimeSource Building Products, Inc. jobs in Irving, TX - Irving jobsSalary Search: Financial Analyst salaries in Irving, TXSee popular questions & answers about PrimeSource Building Products, Inc.",30+ days ago,3.1,,Full-time
Senior AI Engineer,BusPatrol,"Remote in Dallas, TX","We educate motorists every day by helping to enforce the law and work with school officials to improve safety.AI that works on edge devices.View all BusPatrol jobs in Dallas, TX - Dallas jobsSalary Search: Senior AI Engineer salaries in Dallas, TXSee popular questions & answers about BusPatrol",30+ days ago,3.3,,
eCommerce/Digital Analytics Director,JCPenney,"Plano, TX","Utilize big data analytics and data science modeling techniques to build machine learning models necessary to uncover opportunities associated with site…View all JCPenney jobs in Plano, TX - Plano jobsSalary Search: eCommerce/Digital Analytics Director salaries in Plano, TXSee popular questions & answers about JCPenney",21 days ago,3.6,,Full-time
Sr. Specialty Software Engineer - Big Data,WELLS FARGO BANK,"Dallas, TX","A Masters degree or higher in computer science or finance.Standing up cutting-edge analytical capabilities, leveraging automation, cognitive and science-based…View all WELLS FARGO BANK jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Specialty Software Engineer - Big Data salaries in Dallas, TXSee popular questions & answers about WELLS FARGO BANK",30+ days ago,3.7,,Full-time
Configuration Manager – CMDB,Advance Auto Parts,"Remote in Dallas, TX 75201 75201","10 years progressive experience in IT including network and data center operations, information security operations and/or database administration, data science…View all Advance Auto Parts jobs in Dallas, TX - Dallas jobsSalary Search: Configuration Manager – CMDB salaries in Dallas, TXSee popular questions & answers about Advance Auto Parts",30+ days ago,3.4,,Full-time
Deal Analytics - Senior Manager,PRICE WATERHOUSE COOPERS,"Remote in Dallas, TX 75201 75201","By means of data analytics, you are expected to utilise various data technology including data visualisation, data mining, big data techniques, to identify key…View all PRICE WATERHOUSE COOPERS jobs in Dallas, TX - Dallas jobsSalary Search: Deal Analytics - Senior Manager salaries in Dallas, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",19 days ago,4.0,,
Senior Security Engineer (Cyber-Defense) (290164),Siemens,"Dallas, TX","Experience with data science, big data analytics technology stack, analytic development for endpoint and network security, and streaming technologies (e.g.,…View all Siemens jobs in Dallas, TX - Dallas jobsSalary Search: Senior Security Engineer (Cyber-Defense) (290164) salaries in Dallas, TXSee popular questions & answers about Siemens",30+ days ago,4.0,,Full-time
Sales Engineer (Remote),Neo4j,"Remote in Dallas, TX","There’s always nice to have things we see being helpful when working as a Neo4j Pre-Sales System Engineer on the tech side: Experience working in the data…View all Neo4j jobs in Dallas, TX - Dallas jobsSalary Search: Sales Engineer (Remote) salaries in Dallas, TX",30+ days ago,,,Full-time
Data Engineer,Tiger Analytics,"Dallas, TX 75219 75219 (Oak Lawn area)+1 location","Creating and optimizing complex data processing and data transformation pipelines using python.Deep understanding of data warehousing concepts, database…View all Tiger Analytics jobs in Dallas, TX - Dallas jobsSalary Search: Data Engineer salaries in Dallas, TX",30+ days ago,,,
Financial Analyst,"PrimeSource Building Products, Inc.","Irving, TX 75038 75038 (Cottonwood area)","Ability to manipulate and analyze financial data and present findings in coherent and effective manner.Exposure to advanced data analytic tools and processes…View all PrimeSource Building Products, Inc. jobs in Irving, TX - Irving jobsSalary Search: Financial Analyst salaries in Irving, TXSee popular questions & answers about PrimeSource Building Products, Inc.",30+ days ago,3.1,,Full-time
Senior AI Engineer,BusPatrol,"Remote in Dallas, TX","We educate motorists every day by helping to enforce the law and work with school officials to improve safety.AI that works on edge devices.View all BusPatrol jobs in Dallas, TX - Dallas jobsSalary Search: Senior AI Engineer salaries in Dallas, TXSee popular questions & answers about BusPatrol",30+ days ago,3.3,,
